title,excerpt,companyName,companySlug,companyLogo,employmentType,minSalary,maxSalary,seniority,currency,locationRestrictions,timezoneRestrictions,categories,parentCategories,description,pubDate,expiryDate,applicationLink,guid,_source,_scrape_date
Data Analyst,"Join Hire Hangar and work with fast-growing global companies while building a long-term, remote career.",Hire Hangar,hire-hangar,,Full Time,8400,36000,['Entry-level'],USD,"['Argentina', 'Brazil', 'Colombia', 'Dominican Republic', 'Egypt', 'Ethiopia', 'Mexico', 'Panama', 'South Africa', 'United Arab Emirates', 'Yemen']","[-8, -7, -6, -5, -4, -3, -2, 2, 3, 4]","['Data-Analyst', 'Data-Analyst-Jobs']",['Data Science'],"<p style=""min-height:1.5em"">Join <a href=""https://himalayas.app/companies/hire-hangar"">Hire Hangar</a> and work with fast-growing global companies while building a long-term, remote career.</p><h3><strong>Data Analyst – Turning Data Into Business Value</strong></h3><p style=""min-height:1.5em""><strong>Location:</strong> Remote</p><p style=""min-height:1.5em"">Are you passionate about solving real-world problems through data? We’re hiring a <strong>Data Analyst</strong> to join our growing insights team and help unlock the full potential of our data assets.</p><p style=""min-height:1.5em"">In this role, you’ll play a key part in collecting, analyzing, and interpreting data that supports key business initiatives. From <em>campaign</em> performance to customer behavior, your work will help teams across the organization make smarter, faster decisions.</p><h3>Key Responsibilities:</h3><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Work closely with teams to understand reporting needs and provide actionable insights</p></li><li><p style=""min-height:1.5em"">Analyze large datasets to identify patterns, trends, and opportunities</p></li><li><p style=""min-height:1.5em"">Develop and maintain dashboards and reports for various business functions</p></li><li><p style=""min-height:1.5em"">Assist in A/B testing, customer segmentation, and performance analysis</p></li><li><p style=""min-height:1.5em"">Ensure data accuracy and quality across reporting workflows</p></li></ul><h3>Qualifications:</h3><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">2+ years of experience in a data or analytics role</p></li><li><p style=""min-height:1.5em"">Proficient in <em>SQL</em> and Excel; <em>Python</em> or R is a plus</p></li><li><p style=""min-height:1.5em"">Familiarity with data visualization tools (e.g., Power BI, Tableau, Looker)</p></li><li><p style=""min-height:1.5em"">Strong analytical mindset with attention to detail</p></li><li><p style=""min-height:1.5em"">Comfortable communicating insights to technical and non-technical stakeholders</p></li></ul><p style=""min-height:1.5em"">We connect top talent with vetted employers, competitive pay, and real growth opportunities.</p><p>Originally posted on <a href=""https://himalayas.app"">Himalayas</a></p>",1779339435,1784523434,https://himalayas.app/companies/hire-hangar/jobs/data-analyst,https://himalayas.app/companies/hire-hangar/jobs/data-analyst,Himalayas,2026-05-21 11:32:30 UTC
Junior Data Analyst,"Join Hire Hangar and work with fast-growing global companies while building a long-term, remote career.",Hire Hangar,hire-hangar,,Full Time,8400,36000,['Entry-level'],USD,"['Argentina', 'Brazil', 'Colombia', 'Dominican Republic', 'Egypt', 'Ethiopia', 'Mexico', 'Panama', 'South Africa', 'United Arab Emirates', 'Yemen']","[-8, -7, -6, -5, -4, -3, -2, 2, 3, 4]","['Entry-Level-Data-Analyst', 'Data-Analyst-Intern', 'Junior-AI-Data-Analyst', 'Junior-Data-Support-Analyst', 'Junior-Analytics-Specialist', 'Junior-Analyst']",['Finance'],"<p style=""min-height:1.5em"">Join <a href=""https://himalayas.app/companies/hire-hangar"">Hire Hangar</a> and work with fast-growing global companies while building a long-term, remote career.</p><h3><strong>Junior Data Analyst – Launch Your Analytics Career</strong></h3><p style=""min-height:1.5em""><strong>Location:</strong> Remote<br><br>Are you eager to get started in the world of data analytics? We’re offering an exciting opportunity for a <strong>Junior Data Analyst</strong> to join our team and grow alongside experienced professionals in a fast-paced, data-driven organization.</p><p style=""min-height:1.5em"">Whether you’re a recent graduate, a career switcher, or a self-taught learner, if you’re comfortable with numbers, curious about patterns, and ready to roll up your sleeves, this role is for you.</p><h3>Key Responsibilities:</h3><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Assist in collecting, cleaning, and organizing data for analysis</p></li><li><p style=""min-height:1.5em"">Build simple reports and visualizations to support business teams</p></li><li><p style=""min-height:1.5em"">Help monitor key metrics and investigate anomalies</p></li><li><p style=""min-height:1.5em"">Document data sources, definitions, and processes</p></li><li><p style=""min-height:1.5em"">Support senior analysts on ongoing analytics projects</p></li></ul><h3>Qualifications:</h3><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Degree in a STEM field or equivalent experience (bootcamp, internship, self-taught)</p></li><li><p style=""min-height:1.5em"">Basic knowledge of Excel and an interest in <em>SQL</em> and BI tools</p></li><li><p style=""min-height:1.5em"">Strong desire to learn and grow within data analytics</p></li><li><p style=""min-height:1.5em"">Great attention to detail and time management</p></li><li><h3>Effective communicator and team player</h3></li></ul><p style=""min-height:1.5em"">We connect top talent with vetted employers, competitive pay, and real growth opportunities.</p><p>Originally posted on <a href=""https://himalayas.app"">Himalayas</a></p>",1779338061,1784522060,https://himalayas.app/companies/hire-hangar/jobs/junior-data-analyst,https://himalayas.app/companies/hire-hangar/jobs/junior-data-analyst,Himalayas,2026-05-21 11:32:30 UTC
"[Job-25909] Data & AI Strategist, Brazil","We are tech transformation specialists, uniting human expertise with AI to create scalable tech solutions.",CI&T,ci-t,https://cdn-images.himalayas.app/gwceunf7j5byi79t5d5qq2yjvis9,Full Time,,,['Mid-level'],USD,['Brazil'],"[-5, -4, -3, -2]","['Data-Strategy', 'AI-Strategy', 'Data-Science', 'Data-Engineering', 'Consulting']",[],"<div>We are <b>tech transformation </b>specialists, uniting human expertise with AI to create scalable tech solutions.</div><div>With over 8,000 CI&amp;Ters around the world, we’ve built partnerships with more than 1,000 clients during our 30 years of history. Artificial Intelligence is our reality.</div><p>We are seeking a talented and experienced Data Strategist to join our team as we continue to grow. Our mission is to support clients in building Data Platforms and cause impact with data. In this role, you will leverage data capabilities to drive business value and achieve strategic objectives. You'll work with cross-functional teams and international clients to develop comprehensive data strategies, establish governance frameworks, and foster data-oriented cultures within organizations.</p><h3>Key Responsibilities:</h3><ul><li><strong>Data Strategy:</strong> Develop a comprehensive data strategy aligned with organizational goals.</li><li><strong>Data Governance:</strong> Establish plans for data quality, catalog, privacy, compliance and security.</li><li><strong>Data Management:</strong> Assess the client ecosystem regarding data providers and platforms and critical business data</li><li><strong>Data Enablement:</strong> Work on data products, monetization, and sharing strategies.</li><li><strong>Execution Oversight</strong>: Ensure adherence to strategic plans and manage risks.</li><li><strong>Contract Success:</strong> Monitor client relationships to ensure maintenance and expansion.</li><li><strong>Team Topology:</strong> Organize roles and responsibilities for effective project outcomes.</li><li><strong>Contract Expansion:</strong> Identify opportunities for new data products through research and feedback.</li><li><strong>Organizational Adoption:</strong> Support business processes to foster a data-oriented culture.</li><li><strong>Data Literacy:</strong> Help clients recognize the value of data in their strategic objectives.</li><li><strong>Data Solutions: </strong>Provide support to clients in creating tailored data solutions, such as Data Platforms, Data Visualization, AI Models, and Generative AI applications.</li></ul><h3>Requirements:</h3><h4>Must-Have:</h4><ul><li>Fluent English Communication</li><li>Experience with international clients</li><li>Strong strategic thinking, problem-solving, creativity and adaptability skills</li><li>Experience with data solutions</li><li>Familiarity with data capabilities (Strategy, Governance, Management, Enablement)</li><li>Familiarity with Snowflake or Databricks</li><li>Experience with Cloud Platforms (Azure, GCP, AWS)</li></ul><h4>Nice to Have:</h4><ul><li>Fluency in Spanish</li><li>Experience with Data Migration/Modernization</li><li>Experience with Data Assessments</li><li>Experience with Change Management</li></ul><h4>Soft Skills:</h4><ul><li>Anticipating: Proactive mindset for predicting outcomes.</li><li>Challenging: Willingness to question the status quo.</li><li>Interpreting: Ability to read and respond to team dynamics.</li><li>Deciding: Knowledge-based decision-making skills.</li><li>Aligning: Skillful communication for stakeholder alignment.</li><li>Learning: Eagerness to learn and adapt.</li><li>Balance: Agility combined with consistency in strategy.</li><li>Persuading: Effective communication to inspire and gain support.</li><li>Creativity: Able to develop innovative plans and solutions tailored to situational needs.</li></ul><h3>Interview Process Heads-Up</h3><p>We rely on AI tools to help us streamline the process and anticipate technical and english assessment before formal interviews, but they do not hold the final word on choosing the candidates. You will be asked to answer questions via voice message, be prepared to discuss:</p><ol><li>Specific examples of developing and implementing data strategies aligned with business objectives</li><li>How to assess organizational data maturity and build roadmaps for improvement</li><li>Approaches to establish data governance frameworks and ensure adoption</li><li>Strategies to drive data literacy and foster data-oriented culture within organizations</li></ol><p>We're looking for substance over certifications. Show us your analytical mind and thinking process to deal with complexities. </p><p>After this initial assessment, see below the following steps that you may be taking:</p><ol><li>Screening: We'll contact you to confirm your fit to the position, it can be through a quick interview or chat messages)</li><li>HR Interview: This is when we present the position and get to know you better</li><li>Technical Interview: An opportunity to expand on the questions you answered before and better understand if you meet the position requisitions.Take the opportunity to ask your own technical questions about the project.</li><li>Client interview: depending on the client, you might be invited to a client interview also, if that's the case a prep call will be held so you can better understand what the client expects from you in this stage.</li><li>Offer: If you pass all the previous steps, an offer will be formally made to you.</li><li>Admission: When you accept the offer, the formal admission process begins and you will receive information about how to send you documentation.</li></ol><p>If you are passionate about data and want to make a significant impact, we encourage you to apply!</p><h3>Our benefits:</h3><div>-Health and dental insurance</div><div>-Meal and food allowance</div><div>-Childcare assistance</div><div>-Extended paternity leave</div><div>-Partnership with gyms and health and wellness professionals via Wellhub (Gympass) TotalPass;</div><div>-Profit Sharing and Results Participation (PLR);</div><div>-Life insurance</div><div>-Continuous learning platform (CI&amp;T University);</div><div>-Discount club</div><div>-Free online platform dedicated to physical, mental, and overall well-being</div><div>-Pregnancy and responsible parenting course</div><div>-Partnerships with online learning platforms</div><div>-Language learning platform</div><div>And many more!</div><div>More details about our benefits here: <a href=""https://ciandt.com/br/pt-br/carreiras"" rel=""nofollow ugc noopener noreferrer"" target=""_blank"">https://ciandt.com/br/pt-br/carreiras</a></div><div>At CI&amp;T, inclusion starts at the first contact. If you are a person with a disability, it is important<b style=""font-size: 12pt""> to present your assessment during the selection process. </b><i>See which data needs to be included in the report by <a href=""https://docs.google.com/presentation/d/12BqYLIGeEyp9t0ZdF2b4bvnjFLza4E8fmbcowWeBlfk/edit?slide=id.g3a9cf52bf2b_0_0#slide=id.g3a9cf52bf2b_0_0"" rel=""nofollow ugc noopener noreferrer"" target=""_blank"">clicking here</a></i><a href=""https://docs.google.com/presentation/d/12BqYLIGeEyp9t0ZdF2b4bvnjFLza4E8fmbcowWeBlfk/edit?slide=id.g3a9cf52bf2b_0_0#slide=id.g3a9cf52bf2b_0_0"" rel=""nofollow ugc noopener noreferrer"" target=""_blank"">.</a>This way, we can ensure the support and accommodations that you deserve. <b style=""font-size: 12pt"">If you do not yet have the assessment, don't worry: we can support you in obtaining it.</b></div><div>We have a dedicated Health and Well-being team, inclusion specialists, and affinity groups who will be with you at every stage. Count on us to make this journey side by side.</div><p>Originally posted on <a href=""https://himalayas.app"">Himalayas</a></p>",1779323000,1784506999,https://himalayas.app/companies/ci-t/jobs/job-25909-data-ai-strategist-brazil,https://himalayas.app/companies/ci-t/jobs/job-25909-data-ai-strategist-brazil,Himalayas,2026-05-21 11:32:30 UTC
Data Gouvernance & Management : Comment maitriser et valoriser la donnée à trave,ContexteMaîtriser et valoriser les données pour soutenir ses ambitions stratégiques est depuis plusieurs années au cœur des préoccupations de nombreuses entreprises et organisations.,Wavestone,wavestone,https://cdn-images.himalayas.app/85uuk37q71gu9hgtmle853prkyrr,Intern,,,['Entry-level'],USD,['France'],[1],"['Data-Governance', 'Consulting', 'Management-Consulting', 'Data-Consulting', 'Digital-Transformation']",[],"<h3>Contexte</h3><p>Maîtriser et valoriser les données pour soutenir ses ambitions stratégiques est depuis plusieurs années au cœur des préoccupations de nombreuses entreprises et organisations. La mise en place d’une gouvernance des données en est un levier clé de maitrise et de valorisation de ces dernières mais elle ne peut être indépendante des processus et enjeux métiers.</p><p><a href=""https://himalayas.app/companies/wavestone"">Wavestone</a> propose des approches simples pour sortir des logiques de gouvernance des données « hors sols » et engager une transformation Data-Driven alignant équipes Métiers, Data-Science &amp; IT. Nous accompagnons ainsi les Directions Data (CDO) &amp; les pôles Data des DSI dans la construction de feuilles de route de gouvernance des données pragmatiques ainsi que le pilotage de leur mise en œuvre.</p><p>Forte de plus 400 consultant.es, la practice Digital Customer de <a href=""https://himalayas.app/companies/wavestone"">Wavestone</a> a pour vocation d’accompagner nos clients de bout en bout sur leurs grands programmes de transformation : depuis la naissance d’une idée et sa concrétisation sous forme de design de produits &amp; services tout ou partie digitaux, jusqu’à son opérationnalisation permettant le passage à l’échelle.​</p><h3>Objectif du stage</h3><p>Dans le cadre de ce stage/alternance, vous serez intégré.e activement à la communauté « Data, Analytics &amp; IA » de la practice Digital Customer afin de participer à la formalisation de ses convictions, étoffer sa force de veille technologique, dynamiser son activité commerciale auprès des clients du cabinet, et d’aboutir à la production de supports commerciaux ou de livrables de missions.</p><p>Au sein de l’équipe Data Gouvernance, votre contribution se matérialisera dans la production d’un livrable de type livre blanc, état de l’Art, benchmark ou book de convictions sur une thématique précise à définir lors de votre arrivée avec le responsable de la communauté.</p><h3>Travaux à réaliser</h3><p>Afin d’enrichir l’offre Data Gouvernance &amp; Management, vous serez assisté.e par un.e consultant.e expérimenté.e dans la réalisation d’un ou plusieurs des livrables suivants :</p><ul><li>Production d’une cartographie d’acteurs, projets ou outils autour d’une technologie donnée</li><li>Rédaction d’un état de l’art sur un sujet émergent </li><li>Production d’une synthèse de la vision de <a href=""https://himalayas.app/companies/wavestone"">Wavestone</a> sur une thématique donnée</li></ul><p>Une thématique précise vous sera confiée lors de votre arrivée en lien avec les besoins de l’offre. Pour information, vous pouvez trouver ci-dessous des exemples de sujets traités par d’anciens stagiaires :</p><ul><li>Open Data : Construction d’un radar des initiatives Open Data &amp; rédaction d’une synthèse de la vision <a href=""https://himalayas.app/companies/wavestone"">Wavestone</a> sur le sujet </li><li>DataMesh : Rédaction d’un état de l’art pour définir le sujet et ses principes, forger des convictions et proposer une solution d’accompagnement </li><li>Data for Good : Construction d’un radar des initiatives Data for Good au sein d’associations et entreprises privées &amp; rédaction d’un livre de convictions</li></ul><p>En parallèle, vous participerez à une ou plusieurs missions de conseil auprès de nos clients, en étant intégré dans une équipe de consultant.e.s placée sous la responsabilité d’un.e directeur.rice de mission.</p><p>Vous pourrez être amené.e à interroger des entreprises, des éditeurs, ou des start-ups et le travail réalisé pourra faire l’objet de publication(s) et être partagé au sein de la practice. </p><p>Étudiant.e au sein d'une grande école d'ingénieurs, de management ou d'une grande université, vous êtes attiré.e par le conseil et vous possédez une forte appétence pour les sujets de transformation digitale au sein d’entreprises leaders de leur secteur.</p><p>Vous souhaitez développer des compétences liées au métier du conseil et aux problématiques de transformation des organisations.</p><h3>Vos atouts :  </h3><ul><li><strong>Curiosité</strong>,<strong> esprit d’analyse aiguisé </strong>et capacité à vous approprier de nouveaux sujets ;</li><li><strong>Orientation client</strong>, excellent relationnel et sens du service ;</li><li>Goût du <strong>challenge</strong> et des résultats ;</li><li>Attrait pour l'<strong>entreprenariat et l'innovation</strong>.</li></ul><p>Par ailleurs, vous voulez être acteur.rice d'un projet d'entreprise ambitieux en pleine croissance en France et à l'international. Vous avez envie de mettre votre enthousiasme au service d'un cabinet qui saura vous proposer une prise de responsabilités rapide. </p><p><a href=""https://himalayas.app/companies/wavestone"">Wavestone</a> est un employeur inclusif qui s'engage pour l'égalité des chances. Dans le cadre de cette politique de diversité et inclusion, <a href=""https://himalayas.app/companies/wavestone"">Wavestone</a> accompagne les personnes en situation de handicap et/ou nécessitant un aménagement durant leur process de recrutement et tout au long de leur prise de poste.</p><p><a href=""https://himalayas.app/companies/wavestone"">Wavestone</a> est un cabinet de conseil, qui a pour mission d'accompagner les entreprises et organisations dans leurs transformations stratégiques dans un monde en constante évolution, avec l’ambition de générer des impacts positifs et durables pour toutes ses parties prenantes.<br><br>Forts de plus de 5 500 collaborateurs talentueux et engagés à travers l'Europe, l'Amérique du Nord et l'Asie, nous disposons d'expertises sectorielles de premier plan et d'un portefeuille de savoir-faire cross-sectoriels, nous permettant d'adresser à 360° les grands programmes de transformation de nos clients.<br><br>Chez <a href=""https://himalayas.app/companies/wavestone"">Wavestone</a>, nous sommes convaincus que la réussite professionnelle et l'épanouissement personnel vont de pair. C'est pourquoi nous offrons un environnement de travail stimulant, inclusif et bienveillant, où chacun peut s’épanouir et atteindre son plein potentiel.<br><br><a href=""https://himalayas.app/companies/wavestone"">Wavestone</a> est coté sur Euronext, à Paris, et labellisé Great Place to Work®.</p><p>Originally posted on <a href=""https://himalayas.app"">Himalayas</a></p>",1779309898,1784493897,https://himalayas.app/companies/wavestone/jobs/data-gouvernance-management-comment-maitriser-et-valoriser-la-donnee-a-trave,https://himalayas.app/companies/wavestone/jobs/data-gouvernance-management-comment-maitriser-et-valoriser-la-donnee-a-trave,Himalayas,2026-05-21 11:32:30 UTC
Data Owner & Engineer - CRM & Marketing,"We're looking for a Data Engineer & Owner – CRM & Marketing to join Telia, bridging data and business to strengthen our Commercial Development organization.",Telia,telia,https://cdn-images.himalayas.app/8dikscqh6sqee3dueeixngvgi79j,Full Time,,,['Entry-level'],USD,['Norway'],[1],"['Data-Engineer', 'Marketing-Data-Analyst', 'Data-Analyst']","['Data Science', 'Marketing']","<p>We're looking for a Data Engineer &amp; Owner – CRM &amp; Marketing to join <a href=""https://himalayas.app/companies/telia"">Telia</a>, bridging data and business to strengthen our Commercial Development organization.</p><h3>Requirements</h3><ul><li>Own and structure the marketing data domain (customer profiles, lifecycle stages, campaign interactions)</li><li>Build and maintain reliable data pipelines that enable activation and personalization</li><li>Ensure segments, triggers, and audiences are accurate and available for CRM use cases</li><li>Work closely with CRM and marketing teams to translate business needs into data solutions</li><li>Enable measurement of campaigns and customer journeys (e.g., A/B testing, control groups, attribution)</li><li>Identify and drive improvements in data models, pipelines, and martech setup</li></ul><h3>Benefits</h3><ul><li>Comprehensive benefits package</li><li>Opportunities for remote work</li><li>Bonus based on performance and company results</li></ul><p>Originally posted on <a href=""https://himalayas.app"">Himalayas</a></p>",1779301956,1784485955,https://himalayas.app/companies/telia/jobs/data-owner-engineer-crm-marketing,https://himalayas.app/companies/telia/jobs/data-owner-engineer-crm-marketing,Himalayas,2026-05-21 11:32:30 UTC
Data Owner H/F,"Votre future équipe Vous rejoignez l'équipe en charge des projets de transformation digitale sous la supervision de Loïc, responsable d'activités.",ASSYSTEM,assystem,https://cdn-images.himalayas.app/telmo9o0fcff7e0ja6chzmqzy243,Full Time,36000,50000,['Senior'],EUR,['France'],[1],"['Data-Management', 'Data-Governance', 'Engineering', 'Business-Intelligence', 'Digital-Transformation']",[],"<h3>Votre future équipe  </h3><p>Vous rejoignez l'équipe en charge des projets de <strong>transformation digitale</strong> sous la supervision de Loïc, responsable d'activités. </p><p>En tant que <strong>Data Owner</strong>, vous contribuez au développement de l'activité autour de la <strong>gestion des données et de la transformation numérique</strong> au sein du Pôle Digital Transformation Services en accompagnant les clients sur leurs projets, sur des prestations de conseil et d’expertise, de <strong>gestion et évolution de produits digitaux</strong> (applications métier) et de business intelligence, afin de fluidifier et simplifier l’usage de la donnée par les utilisateurs.  </p><p>En lien avec les activités métiers, vos principales missions seront les suivantes : </p><ul><li><strong>Gouvernance de la Donnée</strong> : Contribuer activement à la définition, à l'évolution et à la mise en œuvre de la gouvernance de la donnée, en garantissant la conformité aux règles de l'entreprise et aux réglementations en matière de protection des données. </li><li><strong>Gestion Centralisée des Données</strong> : Assurer la centralisation efficace de la gestion des données, en veillant à un accès facilité tout en maintenant la qualité et la sécurité requises. </li><li>I<strong>dentification et Industrialisation des Solutions </strong>: Repérer les initiaves locales à forte valeur ajoutée et les intégrer de manière évolutive sur l'ensemble du parc, contribuant ainsi à l'optimisation des processus. </li><li><strong>Création et Maintenance des Catalogues de Données</strong> : Collaborer avec l'équipe métier pour créer et maintenir des catalogues de données, répertoriant les sources de données, leur origine, leur utilisation et leurs métadonnées. </li><li><strong>Qualité et Sécurité des Données</strong> : Garantir la qualité, la cohérence et la sécurité des données à travers une gouvernance efficace. </li><li><strong>Conduite du Changement</strong> : Participer à la mise en place de parcours de formation et de carrière évolutifs liés aux nouveaux rôles DATA, tout en répondants aux attentes data du parc.  </li></ul><h3>Pourquoi rejoindre la communauté des Switchers ? </h3><p>Rejoignez la communauté des Switchers et faites partie d'une aventure digitale passionnante au cœur de l'industrie nucléaire ! </p><ul><li><p>💪 Plus de 55 ans d’expérience dans le nucléaire et positionné dans le top 3 des plus grandes entreprises d’ingénierie nucléaire. </p></li><li><p>🚀 Participer à des projets stimulants avec un véritable impact sociétal. </p></li><li><p>📈 De nombreuses opportunités de carrière, avec 70% de nos managers issus de la promotion interne. </p></li></ul><h3>Vos atouts et les prérequis pour réussir </h3><ul><li>De formation Ingénieur ou Bac+ 5 en data science, statistiques, mathématiques ou informatique, vous disposez d'au moins 5 ans d'expériences dans le traitement de données métier. </li><li><p>Vous avez également une connaissance des fondamentaux de la modélisation de données, et une culture BI/data. </p></li><li><p>Une expérience préalable dans l'un des secteurs suivants : Ingénierie, Maintenance, Exploitation, Projets, Chimie, PDR et Logistique, Sureté, Sécurité et Radioprotection, serait un atout. </p></li></ul><p>Nous nous engageons au respect de l’égalité de traitement entre les candidats, et célébrons toutes les formes de diversité. Chez Assystem, seules les compétences comptent ! Si vous souhaitez porter à la connaissance d’Assystem une quelconque situation ou des besoins spécifiques, n’hésitez pas vous serez accompagné(e) ! </p><p>Trouver des solutions au dérèglement climatique est la priorité du 21ème siècle, et implique de switcher à l’énergie bas-carbone. Chez Assystem, on s’est donc donné pour mission d’accélérer la transition énergétique partout dans le monde. Et pour y parvenir, nos 8 000 Switchers couplent leur expertise historique en ingénierie et en management de projet aux technologies digitales. </p><p>Présent dans 13 pays (Europe, Moyen-Orient, Asie), nous travaillons sur la production et la distribution d’électricité bas-carbone, à travers le développement des énergies nucléaires et renouvelables. Nous participons également à modernisation des réseaux électriques et l’électrification des usages, à travers l’hydrogène pour décarboner les secteurs des transports et de l’industrie.</p><p>Originally posted on <a href=""https://himalayas.app"">Himalayas</a></p>",1779292997,1784476997,https://himalayas.app/companies/assystem/jobs/data-owner-h-f,https://himalayas.app/companies/assystem/jobs/data-owner-h-f,Himalayas,2026-05-21 11:32:30 UTC
Data Administrator,"Perform data correction and validation activities within SAP and Excel, support the transition to a new pricing system, and maintain high levels of accuracy and attention to detail.",Adepto Technical Recruitment,adepto-technical-recruitment,https://cdn-images.himalayas.app/3vn4zi1ulo1qv1ix6sfgf3ci0p00,Full Time,,,['Entry-level'],USD,['Germany'],[1],"['Data-Administrator', 'Data-Management-Jobs', 'Database-Administration-Jobs', 'Junior-Data-Support-Analyst', 'Database-Administrator']",[],"<p>Perform data correction and validation activities within SAP and Excel, support the transition to a new pricing system, and maintain high levels of accuracy and attention to detail.</p><h3>Requirements</h3><ul><li>Previous experience using SAP (basic to intermediate level acceptable)</li><li>Strong Excel skills, including data comparison, sorting, filtering, and analysis</li><li>Excellent attention to detail and accuracy</li><li>Strong organisational and problem-solving skills</li><li>Ability to work independently as well as collaboratively with internal teams</li><li>Good communication skills and confidence liaising with different departments</li></ul><p>Originally posted on <a href=""https://himalayas.app"">Himalayas</a></p>",1779289788,1784473787,https://himalayas.app/companies/adepto-technical-recruitment/jobs/data-administrator,https://himalayas.app/companies/adepto-technical-recruitment/jobs/data-administrator,Himalayas,2026-05-21 11:32:30 UTC
Data Analyst (AI &amp; Data Platform),"Everbridge is seeking a Data Analyst to help transform complex business and operational data into clear, actionable insights.",Everbridge,everbridge,https://cdn-images.himalayas.app/leodqdwojw5odi7ibfms3l70dsau,Full Time,,,['Entry-level'],USD,['India'],[5.5],"['Data-Analyst-Jobs', 'Data-Analyst']",['Data Science'],"<p><a href=""https://himalayas.app/companies/everbridge"">Everbridge</a> is seeking a Data Analyst to help transform complex business and operational data into clear, actionable insights. The ideal candidate has strong analytical fundamentals, advanced SQL skills, experience with modern cloud analytics platforms, and the ability to communicate insights clearly to both technical and non-technical audiences.</p><h3>Requirements</h3><ul><li>Analyze large and complex datasets to identify trends, anomalies, risks, and business opportunities.</li><li>Build, maintain, and improve dashboards, recurring reports, and self-service analytics solutions.</li><li>Write efficient SQL queries to support business reporting, ad hoc analysis, and data validation.</li><li>Partner with analytics engineering and data engineering teams to validate and consume curated datasets.</li><li>Assist in designing, testing, and validating data models used in reporting and analytics workflows.</li><li>Translate business questions into measurable KPIs, analytical frameworks, and reporting requirements.</li><li>Perform data quality checks, investigate reporting inconsistencies, and support root cause analysis.</li><li>Document business logic, metric definitions, data sources, reporting methodologies, and assumptions.</li><li>Support workforce analytics, headcount reporting, workforce movement analysis, forecasting, and operational reporting.</li><li>Collaborate with stakeholders across Finance, HR, Operations, Product, and business leadership.</li><li>Identify opportunities to automate manual reporting processes and improve analytics scalability.</li><li>Support automation initiatives that reduce repetitive work and improve reporting consistency.</li><li>Use AI-assisted tools where appropriate to support analysis, documentation, workflow development, and reporting efficiency.</li><li>Validate AI-assisted outputs using strong analytical judgment, business context, and data quality standards.</li><li>Contribute to the continuous improvement of reporting standards, analytics processes, and data governance practices.</li></ul><p>Originally posted on <a href=""https://himalayas.app"">Himalayas</a></p>",1779273905,1784457904,https://himalayas.app/companies/everbridge/jobs/data-analyst-ai-amp-data-platform,https://himalayas.app/companies/everbridge/jobs/data-analyst-ai-amp-data-platform,Himalayas,2026-05-21 11:32:30 UTC
